Datetime,TNI,cash
2013-11-08 00:00:00+00:00,0.0,123854322.93951094
2013-11-11 00:00:00+00:00,0.0,123854322.93951094
2013-11-12 00:00:00+00:00,0.0,123854322.93951094
2013-11-13 00:00:00+00:00,0.0,125641168.60121073
2013-11-14 00:00:00+00:00,0.0,125641168.60121073
2013-11-15 00:00:00+00:00,0.0,125641168.60121073
2013-11-18 00:00:00+00:00,0.0,125641168.60121073
2013-11-19 00:00:00+00:00,0.0,125641168.60121073
2013-11-20 00:00:00+00:00,0.0,128004858.00081494
2013-11-21 00:00:00+00:00,0.0,128004858.00081494
2013-11-22 00:00:00+00:00,0.0,128004858.00081494
2013-11-25 00:00:00+00:00,0.0,128004858.00081494
2013-11-26 00:00:00+00:00,0.0,128004858.00081494
2013-11-27 00:00:00+00:00,0.0,128917470.61434089
2013-11-28 00:00:00+00:00,0.0,128917470.61434089
2013-11-29 00:00:00+00:00,0.0,128917470.61434089
2013-12-02 00:00:00+00:00,0.0,128917470.61434089
2013-12-03 00:00:00+00:00,0.0,128917470.61434089
2013-12-04 00:00:00+00:00,0.0,131198273.25918515
2013-12-05 00:00:00+00:00,0.0,131198273.25918515
2013-12-06 00:00:00+00:00,0.0,131198273.25918515
2013-12-09 00:00:00+00:00,0.0,131198273.25918515
2013-12-10 00:00:00+00:00,0.0,131198273.25918515
2013-12-11 00:00:00+00:00,0.0,131431011.41716391
2013-12-12 00:00:00+00:00,0.0,131431011.41716391
2013-12-13 00:00:00+00:00,0.0,131431011.41716391
2013-12-16 00:00:00+00:00,0.0,131431011.41716391
2013-12-17 00:00:00+00:00,0.0,131431011.41716391
2013-12-18 00:00:00+00:00,0.0,131210338.43004057
2013-12-19 00:00:00+00:00,0.0,131210338.43004057
2013-12-20 00:00:00+00:00,0.0,131210338.43004057
